00000000,2,5
00000001,3,6
00000002,0,1
00000003,1,2
00000004,1,1
00000005,0,2
00000006,0,1
00000007,0,1
00000008,2,1
00000009,4,7
Total Objects Detected,13,351549
00000010,0,1
00000011,0,5
00000012,0,8
00000013,0,3
00000014,0,5
00000015,0,5
00000016,0,6
00000017,0,1
00000018,0,2
00000019,0,4
00000020,0,1
00000021,0,2
00000022,0,2
00000023,0,4
00000024,0,1
00000025,0,2
00000026,0,5
00000027,0,2
00000028,0,1
00000029,0,2
00000030,0,2
00000031,0,6
00000032,0,3
00000033,0,1
00000034,0,1
00000035,0,2
00000036,0,2
00000037,0,1
00000038,0,1
00000039,0,4
00000040,0,4
00000041,0,2
00000042,0,3
00000043,0,16
00000044,0,2
00000045,0,2
00000046,0,2
00000047,0,7
00000048,0,7
00000049,0,4
00000050,0,5
00000051,0,1
00000052,0,4
00000053,0,3
00000054,0,3
00000055,0,1
00000056,0,2
00000057,0,2
00000058,0,2
00000059,0,3
00000060,0,9
00000061,0,1
00000062,0,4
00000063,0,2
00000064,0,1
00000065,0,2
00000066,0,1
00000067,0,2
00000068,0,2
00000069,0,2
00000070,0,1
00000071,0,3
00000072,0,1
00000073,0,10
00000074,0,2
00000075,0,3
00000076,0,2
00000077,0,4
00000078,0,1
00000079,0,5
00000080,0,4
00000081,0,2
00000082,0,4
00000083,0,4
00000084,0,1
00000085,0,18
00000086,0,5
00000087,0,7
00000088,0,1
00000089,0,1
00000090,0,2
00000091,0,2
00000092,0,1
00000093,0,3
00000094,0,2
00000095,0,1
00000096,0,2
00000097,0,2
00000098,0,8
00000099,0,6
00000100,0,1
00000101,0,2
00000102,0,3
00000103,0,1
00000104,0,4
00000105,0,4
00000106,0,2
00000107,0,1
00000108,0,1
00000109,0,1
00000110,0,2
00000111,0,5
00000112,0,3
00000113,0,6
00000114,0,1
00000115,0,1
00000116,0,1
00000117,0,2
00000118,0,5
00000119,0,2
00000120,0,1
00000121,0,1
00000122,0,3
00000123,0,2
00000124,0,3
00000125,0,10
00000126,0,4
00000127,0,5
00000128,0,1
00000129,0,2
00000130,0,11
00000131,0,3
00000132,0,4
00000133,0,1
00000134,0,8
00000135,0,3
00000136,0,6
00000137,0,6
00000138,0,3
00000139,0,2
00000140,0,8
00000141,0,1
00000142,0,2
00000143,0,1
00000144,0,16
00000145,0,8
00000146,0,3
00000147,0,1
00000148,0,1
00000149,0,1
00000150,0,2
00000151,0,2
00000152,0,4
00000153,0,2
00000154,0,1
00000155,0,13
00000156,0,1
00000157,0,1
00000158,0,1
00000159,0,4
00000160,0,5
00000161,0,7
00000162,0,1
00000163,0,1
00000164,0,2
00000165,0,2
00000166,0,2
00000167,0,1
00000168,0,5
00000169,0,4
00000170,0,7
00000171,0,2
00000172,0,2
00000173,0,3
00000174,0,3
00000175,0,2
00000176,0,2
00000177,0,3
00000178,0,1
00000179,0,1
00000180,0,4
00000181,0,1
00000182,0,3
00000183,0,8
00000184,0,3
00000185,0,1
00000186,0,5
00000187,0,2
00000188,0,2
00000189,0,1
00000190,0,1
00000191,0,1
00000192,0,1
00000193,0,1
00000194,0,5
00000195,0,1
00000196,0,2
00000197,0,1
00000198,0,8
00000199,0,2
00000200,0,5
00000201,0,9
00000202,0,1
00000203,0,3
00000204,0,2
00000205,0,5
00000206,0,3
00000207,0,22
00000208,0,2
00000209,0,1
00000210,0,1
00000211,0,7
00000212,0,1
00000213,0,1
00000214,0,4
00000215,0,2
00000216,0,2
00000217,0,3
00000218,0,2
00000219,0,5
00000220,0,1
00000221,0,10
00000222,0,3
00000223,0,1
00000224,0,5
00000225,0,1
00000226,0,3
00000227,0,1
00000228,0,2
00000229,0,4
00000230,0,3
00000231,0,4
00000232,0,6
00000233,0,2
00000234,0,1
00000235,0,1
00000236,0,1
00000237,0,8
00000238,0,1
00000239,0,1
00000240,0,1
00000241,0,6
00000242,0,7
00000243,0,3
00000244,0,1
00000245,0,6
00000246,0,1
00000247,0,2
00000248,0,1
00000249,0,1
00000250,0,6
00000251,0,3
00000252,0,4
00000253,0,2
00000254,0,5
00000255,0,3
00000256,0,2
00000257,0,21
00000258,0,1
00000259,0,2
00000260,0,3
00000261,0,9
00000262,0,1
00000263,0,6
00000264,0,3
00000265,0,1
00000266,0,9
00000267,0,1
00000268,0,2
00000269,0,3
00000270,0,1
00000271,0,3
00000272,0,4
00000273,0,2
00000274,0,2
00000275,0,3
00000276,0,2
00000277,0,1
00000278,0,2
00000279,0,1
00000280,0,10
00000281,0,5
00000282,0,5
00000283,0,2
00000284,0,2
00000285,0,1
00000286,0,1
00000287,0,3
00000288,0,1
00000289,0,2
00000290,0,12
00000291,0,6
00000292,0,3
00000293,0,1
00000294,0,2
00000295,0,2
00000296,0,2
00000297,0,1
00000298,0,2
00000299,0,5
00000300,0,2
00000301,0,3
00000302,0,3
00000303,0,4
00000304,0,4
00000305,0,4
00000306,0,3
00000307,0,5
00000308,0,1
00000309,0,1
00000310,0,5
00000311,0,3
00000312,0,4
00000313,0,1
00000315,0,3
00000316,0,3
00000317,0,4
00000318,0,6
00000319,0,1
00000320,0,2
00000321,0,1
00000322,0,3
00000323,0,4
00000324,0,3
00000325,0,1
00000326,0,2
00000327,0,4
00000328,0,6
00000329,0,1
00000330,0,2
00000331,0,1
00000332,0,3
00000333,0,7
00000334,0,11
00000335,0,2
00000336,0,4
00000337,0,2
00000338,0,2
00000339,0,2
00000340,0,5
00000341,0,1
00000342,0,3
00000343,0,1
00000344,0,3
